"dates","times","X","Subject","eprocs","Task_type","Procedure","Sample","objlist","PairList","ITIDur","ObjDur","startPosition","startFacing","paths","e_paths","Vid_paths","select_made","StartAt","EndAt","end_location","end_rotation","accuracy","nodesturns_count","nodes_count","turns_count","average_RT","final_movevid_OT","trial_starttime","trial_endtime","trial_duration","getready_rttime","iti_onset","startat_onset","goal_onset","session_time","Position1..Num.","Position2..Num.","Euc.Distance","Euclid.S.L","Euclid.S.M.L","Path.Distance","Path.S.L","Path.S.M.L","Num.Nodes","Nodes.S.L","Nodes.S.M.L","Num.Nodes...Turns..button.presses.","Press.S.L","Press.S.M.L","fmv_duration","path_dist_trav","euc_dist_trav","path_efficiencies","path_efficiencies_acc_only"
2017-05-24,"15:14:24",661,17,"Explore-017-1","1",NA,NA,NA,NA,NA,NA,NA,NA,"E E E F F N N F F E E M M O M M S S R R U U W U U R J J K J J D D E E E E M M M S S R Q Q T T T T U U U T X X V Y Y V X X T T Q H H G G G G A A G G H H B B C C I C C D D D E E M M O M M S S R R J J K J J R R Q Q T T X Z P P Z X X V V X X T T Q H H G G A A G L L G G H H Q T T X X V V X X T U W U U R R R R R","E3 E2 F2 F3 N3 N1 F1 F4 E4 E3 M3 M4 O2 M2 M3 S3 S4 R4 R3 U3 U2 W4 U4 U1 R1 J1 J2 K2 J4 J1 D1 D2 E2 E3 E4 E3 M3 M4 M3 S3 S4 R4 Q4 Q3 T3 T4 T1 T2 U2 U1 U4 T4 X4 X3 V2 Y3 Y4 V1 X1 X2 T2 T1 Q1 H1 H4 G4 G3 G2 G1 A4 A3 G3 G2 H2 H1 B1 B2 C2 C3 I2 C1 C2 D2 D3 D2 E2 E3 M3 M4 O2 M2 M3 S3 S4 R4 R1 J1 J2 K2 J4 J3 R3 R4 Q4 Q3 T3 T4 X4 Z1 P2 P3 Z2 X2 X3 V2 V1 X1 X2 T2 T1 Q1 H1 H4 G4 G1 A4 A3 G3 L2 L1 G1 G2 H2 H3 Q3 T3 T4 X4 X3 V2 V1 X1 X2 T2 U2 W4 U4 U1 R1 R4 R1 R2 R1 NA","E4_E3 E3_E2 E2_F2 F2_F3 F3_N3 N3_N1 N1_F1 F1_F4 F4_E4 E4_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U2 U2_W4 W4_U4 U4_U1 U1_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J1 J1_D1 D1_D2 D2_E2 E2_E3 E3_E4 E4_E3 E3_M3 M3_M4 M4_M3 M3_S3 S3_S4 S4_R4 R4_Q4 Q4_Q3 Q3_T3 T3_T4 T4_T1 T1_T2 T2_U2 U2_U1 U1_U4 U4_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_G2 G2_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 I2_C1 C1_C2 C2_D2 D2_D3 D3_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J3 J3_R3 R3_R4 R4_Q4 Q4_Q3 Q3_T3 T3_T4 T4_X4 X4_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_X3 X3_V2 V2_V1 V1_X1 X1_X2 X2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G1 G1_A4 A4_A3 A3_G3 G3_L2 L2_L1 L1_G1 G1_G2 G2_H2 H2_H3 H3_Q3 Q3_T3 T3_T4 T4_X4 X4_X3 X3_V2 V2_V1 V1_X1 X1_X2 X2_T2 T2_U2 U2_W4 W4_U4 U4_U1 U1_R1 R1_R4 R4_R1 R1_R2 R2_R1",NA,NA,NA,"R",2,NA,154,80,74,689.032679738562,NA,102782,585819,483037,102749,NA,NA,NA,"15:14:24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.5,8.73212459828649,NA,NA
2017-05-24,"15:24:34",662,17,"Explore-017-2","2",NA,NA,NA,NA,NA,NA,NA,NA,"B B B H H G G L L G A A G G H H B B C C I C C D D D E E M M O M M E E F F N N F F E E M S S R R J J K J J R U U W U T T T X X V V X Z P P Z X T T Q Q R R J J J D D C C C B B H H G G L L G G G G H H B B C D E E E E M S S R R R R R R U U U U W U T X X X T T Q Q R R R R J J K J J D D C B B B C D E E M M M S S R R R S S S R Q Q Q Q T T U","B2 B3 H3 H4 G4 G3 L2 L1 G1 A4 A3 G3 G2 H2 H1 B1 B2 C2 C3 I2 C1 C2 D2 D3 D2 E2 E3 M3 M4 O2 M2 M1 E1 E2 F2 F3 N3 N1 F1 F4 E4 E3 M3 S3 S4 R4 R1 J1 J2 K2 J4 J3 R3 U3 U2 W4 U4 T4 T1 T4 X4 X3 V2 V1 X1 Z1 P2 P3 Z2 X2 T2 T1 Q1 Q2 R2 R1 J1 J2 J1 D1 D4 C4 C3 C4 B4 B3 H3 H4 G4 G3 L2 L1 G1 G2 G1 G2 H2 H1 B1 B2 C2 D2 E2 E3 E2 E3 M3 S3 S4 R4 R3 R2 R1 R4 R3 U3 U4 U1 U2 W4 U4 T4 X4 X3 X2 T2 T1 Q1 Q2 R2 R3 R4 R1 J1 J2 K2 J4 J1 D1 D4 C4 B4 B3 B2 C2 D2 E2 E3 M3 M4 M3 S3 S4 R4 R1 R2 S2 S1 S4 R4 Q4 Q1 Q2 Q3 T3 T2 U2 NA","B3_B2 B2_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 I2_C1 C1_C2 C2_D2 D2_D3 D3_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M1 M1_E1 E1_E2 E2_F2 F2_F3 F3_N3 N3_N1 N1_F1 F1_F4 F4_E4 E4_E3 E3_M3 M3_S3 S3_S4 S4_R4 R4_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J3 J3_R3 R3_U3 U3_U2 U2_W4 W4_U4 U4_T4 T4_T1 T1_T4 T4_X4 X4_X3 X3_V2 V2_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_T2 T2_T1 T1_Q1 Q1_Q2 Q2_R2 R2_R1 R1_J1 J1_J2 J2_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_G2 G2_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_E3 E3_E2 E2_E3 E3_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_R2 R2_R1 R1_R4 R4_R3 R3_U3 U3_U4 U4_U1 U1_U2 U2_W4 W4_U4 U4_T4 T4_X4 X4_X3 X3_X2 X2_T2 T2_T1 T1_Q1 Q1_Q2 Q2_R2 R2_R3 R3_R4 R4_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J1 J1_D1 D1_D4 D4_C4 C4_B4 B4_B3 B3_B2 B2_C2 C2_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_M3 M3_S3 S3_S4 S4_R4 R4_R1 R1_R2 R2_S2 S2_S1 S1_S4 S4_R4 R4_Q4 Q4_Q1 Q1_Q2 Q2_Q3 Q3_T3 T3_T2 T2_U2",NA,NA,NA,"U",1,NA,168,83,85,569.51497005988,NA,32018,514176,482158,31995,NA,NA,NA,"15:24:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.75,12.5822295321616,NA,NA
2017-05-24,"15:44:53",663,17,"Test_Trials_B_1-017-1","B1","TrialProc",1,4,4,2159.686377,2377.986129,11,2,"K J J R U U T X Z P P","J4 J3 R3 U3 U4 T4 X4 Z1 P2 P2","K2_J4 J4_J3 J3_R3 R3_U3 U3_U4 U4_T4 T4_X4 X4_Z1 Z1_P2 Selec",TRUE,"K","P","P",1,TRUE,11,8,3,316.8,61047,30904,62101,30197,26114,62101,26131,28518,"15:44:53",11,16,11.45098249,"L","L",23,"L","M",6,"S","M",8,"S","S",1054,23,11.4509824905988,1,1
2017-05-24,"15:44:53",664,17,"Test_Trials_B_1-017-1","B1","TrialRevProc",2,5,1,5611.124262,2785.920882,16,2,"P P Z T T Q H H G G L L","P3 Z2 T2 T1 Q1 H1 H4 G4 G3 L3 L3","P2_P3 P3_Z2 Z2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L3 Selec",TRUE,"P","L","L",3,TRUE,12,7,5,242.454545454545,98376,69873,99430,28557,26114,99430,67073,64274,"15:44:53",16,12,2.263846285,"S","S",22.5,"L","M",6,"S","M",10,"L","M",1054,22.5,2.26384628453435,1,1
2017-05-24,"15:44:53",665,17,"Test_Trials_B_1-017-1","B1","TrialRevProc",3,3,5,4607.698604,2642.573374,23,4,"W U U R R R U U T X Z P P","U4 U1 R1 R4 R3 U3 U4 T4 X4 Z1 P2 P2","W4_U4 U4_U1 U1_R1 R1_R4 R4_R3 R3_U3 U3_U4 U4_T4 T4_X4 X4_Z1 Z1_P2 Selec",TRUE,"W","P","P",1,TRUE,13,8,5,259.5,142745,110362,143798,32436,26114,143798,107709,105056,"15:44:53",23,16,10.3350133,"L","M",14.25,"S","S",4,"S","S",4,"S","S",1053,21.75,10.3350133042972,1.52631578947368,1.52631578947368
2017-05-24,"15:44:53",666,17,"Test_Trials_B_1-017-1","B1","TrialRevProc",4,76,3,5828.614043,2429.900691,1,1,"A A G G H H B B C D E F F N N","A3 G3 G2 H2 H1 B1 B2 C2 D2 E2 F2 F3 N3 N3","A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"A","N","N",3,TRUE,15,9,6,174.214285714286,179181,153303,180234,25931,26114,180234,150864,148424,"15:44:53",1,14,15.18222645,"L","L",23,"L","M",8,"L","L",12,"L","L",1053,23,14.7054411698527,1,1
2017-05-24,"15:44:53",667,17,"Test_Trials_B_1-017-1","B1","TrialRevProc",5,84,8,4495.385681,2885.385565,23,4,"W U U R J D D E F F N N","U4 U1 R1 J1 D1 D2 E2 F2 F3 N3 N3","W4_U4 U4_U1 U1_R1 R1_J1 J1_D1 D1_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"W","N","N",3,TRUE,12,8,4,326.363636363636,221456,191859,222509,29650,26114,222509,188966,186073,"15:44:53",23,14,10.51487042,"L","M",26.25,"L","L",7,"L","M",10,"L","M",1053,26.25,10.5148704224065,1,1
2017-05-24,"15:44:53",668,17,"Test_Trials_B_1-017-1","B1","TrialProc",6,27,6,5712.950582,2388.8882,1,1,"A A G L L","A3 G3 L3 L3","A4_A3 A3_G3 G3_L3 Selec",TRUE,"A","L","L",3,TRUE,5,3,2,288.25,241040,231814,242093,9279,26114,242093,227015,229415,"15:44:53",1,12,6.08276253,"S","S",6,"S","S",2,"S","S",3,"S","S",1053,6,6,1,1
2017-05-24,"15:44:53",669,17,"Test_Trials_B_1-017-1","B1","TrialProc",7,61,7,5611.124262,2239.434682,11,2,"K J J R U U W W","J4 J3 R3 U3 U2 W4 W4","K2_J4 J4_J3 J3_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"K","W","W",4,TRUE,8,5,3,181.142857142857,274849,252332,275903,22571,26114,275903,247826,250079,"15:44:53",11,23,12.26019984,"L","L",15.75,"S","S",4,"S","S",6,"S","S",1054,15.75,12.2601998352392,1,1
2017-05-24,"15:44:53",670,17,"Test_Trials_B_1-017-1","B1","TrialProc",8,96,2,5287.569423,2611.124262,12,2,"L L G G H H B B C D E E M M O O","L1 G1 G2 H2 H1 B1 B2 C2 D2 E2 E3 M3 M4 O2 O2","L2_L1 L1_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_O2 Selec",TRUE,"L","O","O",1,TRUE,16,9,7,233.533333333333,320671,287248,321724,33476,26114,321724,281529,284155,"15:44:53",12,15,8.514693183,"S","M",25.5,"L","L",8,"L","L",14,"L","L",1053,25.5,9.01387818865997,1,1
2017-05-24,"16:11:19",671,17,"Test_Trials_B_2-017-1","B2","TrialRevProc",1,96,6,2426.046381,2611.124262,15,4,"O M M S S R Q Q T T X Z P P","M2 M3 S3 S4 R4 Q4 Q3 T3 T4 X4 Z1 P2 P2","O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_Q4 Q4_Q3 Q3_T3 T3_T4 T4_X4 X4_Z1 Z1_P2 Selec",TRUE,"O","P","P",1,TRUE,14,9,5,224.615384615385,77152,42756,78206,34450,37476,78206,40130,37504,"16:11:19",15,16,8.923284149,"S","M",25,"L","L",7,"L","M",11,"L","M",1054,25,8.92328414878737,1,1
2017-05-24,"16:11:19",672,17,"Test_Trials_B_2-017-1","B2","TrialProc",2,76,5,4660.036622,2429.900691,9,3,"I C C B B H H G G L L","C1 C4 B4 B3 H3 H4 G4 G3 L3 L3","I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L3 Selec",TRUE,"I","L","L",3,TRUE,11,6,5,248.3,108175,85525,109229,22704,37476,109229,80645,83085,"16:11:19",9,12,5.408326913,"S","S",13.5,"S","S",5,"S","S",9,"S","M",1054,13.5,5.40832691319598,1,1
2017-05-24,"16:11:19",673,17,"Test_Trials_B_2-017-1","B2","TrialProc",3,59,1,4388.8882,2918.583374,11,2,"K J J D D C B B H H G G A A","J4 J1 D1 D4 C4 B4 B3 H3 H4 G4 G1 A4 A4","K2_J4 J4_J1 J1_D1 D1_D4 D4_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"K","A","A",4,TRUE,14,8,6,176.230769230769,149277,119774,150331,29557,37476,150331,113908,116841,"16:11:19",11,1,10.11187421,"L","M",18.5,"S","M",7,"L","M",12,"L","L",1054,18.5,9.61769203083567,1,1
2017-05-24,"16:11:19",674,17,"Test_Trials_B_2-017-1","B2","TrialProc",4,32,7,3628.061645,2623.865693,1,1,"A A G G H H B B C C I I","A3 G3 G2 H2 H1 B1 B2 C2 C3 I2 I2","A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 Selec",TRUE,"A","I","I",1,TRUE,12,6,6,224.909090909091,181767,160009,182820,21811,37476,182820,154730,157370,"16:11:19",1,9,6.264982043,"S","S",12,"S","S",5,"S","S",10,"L","M",1053,12,5.40832691319598,1,1
2017-05-24,"16:11:19",675,17,"Test_Trials_B_2-017-1","B2","TrialRevProc",5,18,8,2453.972263,2432.670237,22,3,"Y Y V X X T U U R J J K K","Y4 V1 X1 X2 T2 U2 U1 R1 J1 J2 K2 K2","Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_U2 U2_U1 U1_R1 R1_J1 J1_J2 J2_K2 Selec",TRUE,"Y","K","K",1,TRUE,13,8,5,253.916666666667,223709,191352,224762,32410,37476,224762,188913,186460,"16:11:19",22,11,13.05038314,"L","L",23.25,"L","M",7,"L","M",12,"L","L",1053,23.25,13.0503831361382,1,1
2017-05-24,"16:11:19",676,17,"Test_Trials_B_2-017-1","B2","TrialProc",6,31,2,5342.706841,2660.036622,9,3,"I C C D E F F N N","C1 C2 D2 E2 F2 F3 N3 N3","I2_C1 C1_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"I","N","N",3,TRUE,9,6,3,233.375,250372,232561,251426,17865,37476,251426,227228,229895,"16:11:19",9,14,9.124143795,"L","M",17,"S","S",5,"S","S",8,"S","S",1054,17,9.61769203083567,1,1
2017-05-24,"16:11:19",677,17,"Test_Trials_B_2-017-1","B2","TrialRevProc",7,7,4,5520.968466,2501.543986,22,3,"Y Y V X Z Z T U U R J D D C B B H H G G","Y4 V1 X1 Z1 Z2 T2 U2 U1 R1 J1 D1 D4 C4 B4 B3 H3 H4 G4 G3","Y2_Y4 Y4_V1 V1_X1 X1_Z1 Z1_Z2 Z2_T2 T2_U2 U2_U1 U1_R1 R1_J1 J1_D1 D1_D4 D4_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3",FALSE,"Y","L","G",3,FALSE,20,12,8,213.368421052632,306779,261824,308406,46582,37476,308406,259305,256785,"16:11:19",22,7,12.539936,"L","L",19,"L","L",6,"L","L",10,"L","L",1627,35.5,12.5399362039845,1.86842105263158,NA
2017-05-24,"16:11:19",678,17,"Test_Trials_B_2-017-1","B2","TrialRevProc",8,58,3,4377.986129,2577.330739,16,2,"P P Z T U W W","P3 Z2 T2 U2 W4 W4","P2_P3 P3_Z2 Z2_T2 T2_U2 U2_W4 Selec",TRUE,"P","W","W",4,TRUE,7,5,2,627.666666666667,338962,319111,340015,19904,37476,340015,316525,313938,"16:11:19",16,23,10.3350133,"L","M",14.25,"S","S",4,"S","S",5,"S","S",1053,14.25,10.3350133042972,1,1
2017-05-24,"16:17:46",679,17,"Test_Trials_B_3-017-1","B3","TrialProc",1,94,4,3660.848893,2159.686377,12,2,"L L G G H H B B C D D J J K K","L1 G1 G2 H2 H1 B1 B2 C2 D2 D3 J3 J2 K2 K2","L2_L1 L1_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_D3 D3_J3 J3_J2 J2_K2 Selec",TRUE,"L","K","K",1,TRUE,15,8,7,212.142857142857,76817,46167,77870,30703,41445,77870,41488,43661,"16:17:46",12,11,10.0623059,"L","M",20,"S","M",7,"L","M",12,"L","L",1053,20,10.5118980208143,1,1
2017-05-24,"16:17:46",680,17,"Test_Trials_B_3-017-1","B3","TrialRevProc",2,58,6,3079.06241,2577.330739,23,4,"W U U R R S S M M O O","U4 U1 R1 R2 S2 S1 M1 M4 O2 O2","W4_U4 U4_U1 U1_R1 R1_R2 R2_S2 S2_S1 S1_M1 M1_M4 M4_O2 Selec",TRUE,"W","O","O",1,TRUE,11,6,5,168.9,114066,86723,115119,27396,41445,115119,84136,81550,"16:17:46",23,15,7.25,"S","S",17.75,"S","S",5,"S","S",9,"S","M",1053,17.75,7.25,1,1
2017-05-24,"16:17:46",681,17,"Test_Trials_B_3-017-1","B3","TrialProc",3,30,2,2001.435357,2089.223705,9,3,"I C C B B H H G G A A","C1 C4 B4 B3 H3 H4 G4 G1 A4 A4","I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"I","A","A",4,TRUE,11,6,5,249.3,144249,122425,145302,21877,41445,145302,118212,120319,"16:17:46",9,1,6.264982043,"S","S",12,"S","S",5,"S","S",10,"L","M",1053,12,5.40832691319598,1,1
2017-05-24,"16:17:46",682,17,"Test_Trials_B_3-017-1","B3","TrialRevProc",4,4,1,2579.470897,2377.986129,9,3,"I C C B B H Q T T X X V Y Y","C1 C4 B4 B3 H3 Q3 T3 T4 X4 X3 V2 Y3 Y3","I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_Q3 Q3_T3 T3_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Selec",TRUE,"I","Y","Y",3,TRUE,14,9,5,157.615384615385,181605,152462,182658,29196,41445,182658,149702,147316,"16:17:46",9,22,10.75,"L","M",22.75,"L","M",8,"L","L",14,"L","L",1053,22.75,10.7616216250154,1,1
2017-05-24,"16:17:46",683,17,"Test_Trials_B_3-017-1","B3","TrialRevProc",5,16,7,5587.192063,2847.359876,1,1,"A A G G H H Q T T X X V Y Y","A3 G3 G2 H2 H3 Q3 T3 T4 X4 X3 V2 Y3 Y3","A4_A3 A3_G3 G3_G2 G2_H2 H2_H3 H3_Q3 Q3_T3 T3_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Selec",TRUE,"A","Y","Y",3,TRUE,14,8,6,200.076923076923,219267,190964,220320,28356,41445,220320,188111,185258,"16:17:46",1,22,14.80920322,"L","L",21.25,"S","M",7,"L","M",13,"L","L",1053,21.25,14.6308748883995,1,1
2017-05-24,"16:17:46",684,17,"Test_Trials_B_3-017-1","B3","TrialProc",6,20,3,2074.413146,2970.298489,22,3,"Y Y V X X T U U R R S S M M O O","Y4 V1 X1 X2 T2 U2 U1 R1 R2 S2 S1 M1 M4 O2 O2","Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_U2 U2_U1 U1_R1 R1_R2 R2_S2 S2_S1 S1_M1 M1_M4 M4_O2 Selec",TRUE,"Y","O","O",1,TRUE,16,9,7,188.4,268888,231892,269941,37049,41445,269941,225920,228906,"16:17:46",22,15,8.280247581,"S","M",25.25,"L","L",8,"L","L",15,"L","L",1053,25.25,8.2802475808396,1,1
2017-05-24,"16:17:46",685,17,"Test_Trials_B_3-017-1","B3","TrialProc",7,29,5,5902.456571,2016.320066,14,3,"N N F F E D D J R U U W W","N1 F1 F4 E4 D4 D3 J3 R3 U3 U2 W4 W4","N3_N1 N1_F1 F1_F4 F4_E4 E4_D4 D4_D3 D3_J3 J3_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"N","W","W",4,TRUE,13,8,5,176.75,308564,276087,309617,32530,41445,309617,272034,274061,"16:17:46",14,23,10.51487042,"L","M",26.25,"L","L",7,"L","M",11,"L","M",1053,26.25,10.5148704224065,1,1
2017-05-24,"16:17:46",686,17,"Test_Trials_B_3-017-1","B3","TrialRevProc",8,51,8,2861.283697,2464.230883,16,2,"P P Z T T Q H B B C C I I","P3 Z2 T2 T1 Q1 H1 B1 B2 C2 C3 I2 I2","P2_P3 P3_Z2 Z2_T2 T2_T1 T1_Q1 Q1_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 Selec",TRUE,"P","I","I",1,TRUE,13,8,5,315.25,351079,320882,352132,30250,41445,352132,318016,315536,"16:17:46",16,9,7.079901129,"S","S",22.5,"L","M",7,"L","M",11,"L","M",1053,22.5,6.75462804305315,1,1
2017-05-24,"15:37:51",687,17,"Test_Trials_B_4-017-1","B4","TrialRevProc",1,22,4,5287.569423,2394.442406,23,4,"W U U R R R J D D C C I I","U4 U1 R1 R4 R1 J1 D1 D4 C4 C3 I2 I2","W4_U4 U4_U1 U1_R1 R1_R4 R4_R1 R1_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_I2 Selec",TRUE,"W","I","I",1,TRUE,13,7,6,416.333333333333,58809,24972,59862,33890,18680,59862,21120,18706,"15:37:51",23,9,11.47006975,"L","L",21.25,"S","M",6,"S","M",9,"S","M",1053,21.25,11.6538620208067,1,1
2017-05-24,"15:37:51",688,17,"Test_Trials_B_4-017-1","B4","TrialProc",2,4,2,4935.62974,2377.986129,22,3,"Y Y V X X T T T X Z P P","Y4 V1 X1 X2 T2 T1 T4 X4 Z1 P2 P2","Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_T1 T1_T4 T4_X4 X4_Z1 Z1_P2 Selec",TRUE,"Y","P","P",1,TRUE,12,7,5,555.818181818182,102124,69941,103177,32236,18680,103177,65168,67555,"15:37:51",22,16,7.267220927,"S","S",10.25,"S","S",3,"S","S",6,"S","S",1053,12.75,7.26722092687432,1.24390243902439,1.24390243902439
2017-05-24,"15:37:51",689,17,"Test_Trials_B_4-017-1","B4","TrialProc",3,92,8,5587.192063,2896.154542,15,4,"O M M E E D C C I I","M2 M1 E1 E4 D4 C4 C3 I2 I2","O2_M2 M2_M1 M1_E1 E1_E4 E4_D4 D4_C4 C4_C3 C3_I2 Selec",TRUE,"O","I","I",1,TRUE,10,6,4,225.888888888889,137973,113949,139026,24077,18680,139026,108136,111043,"15:37:51",15,9,5.315072906,"S","S",18,"S","M",5,"S","S",8,"S","S",1053,18,5.70087712549569,1,1
2017-05-24,"15:37:51",690,17,"Test_Trials_B_4-017-1","B4","TrialRevProc",4,76,3,2074.413146,2429.900691,14,3,"N N F F E D C B B H H G G A A","N1 F1 F4 E4 D4 C4 B4 B3 H3 H4 G4 G1 A4 A4","N3_N1 N1_F1 F1_F4 F4_E4 E4_D4 D4_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"N","A","A",4,TRUE,15,9,6,217.857142857143,180435,149505,181488,30983,18680,181488,147065,144625,"15:37:51",14,1,15.18222645,"L","L",23,"L","M",8,"L","L",13,"L","L",1053,23,14.7054411698527,1,1
2017-05-24,"15:37:51",691,17,"Test_Trials_B_4-017-1","B4","TrialRevProc",5,69,7,4394.442406,2275.109357,15,4,"O M M S S R R U U W W","M2 M3 S3 S4 R4 R3 U3 U2 W4 W4","O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"O","W","W",4,TRUE,11,6,5,337.5,217790,188154,218843,29689,18680,218843,185874,183581,"15:37:51",15,23,7.25,"S","S",17.75,"S","S",5,"S","S",9,"S","M",1053,17.75,7.25,1,1
2017-05-24,"15:37:51",692,17,"Test_Trials_B_4-017-1","B4","TrialProc",6,52,1,5464.230883,2001.435357,11,2,"K J J J J D D E F F N N","J4 J3 J2 J1 D1 D2 E2 F2 F3 N3 N3","K2_J4 J4_J3 J3_J2 J2_J1 J1_D1 D1_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"K","N","N",3,TRUE,12,6,6,386.272727272727,255386,227282,256439,28157,18680,256439,223256,225269,"15:37:51",11,14,5.408326913,"S","S",17.5,"S","S",5,"S","S",8,"S","S",1053,17.5,5.40832691319598,1,1
2017-05-24,"15:37:51",693,17,"Test_Trials_B_4-017-1","B4","TrialProc",7,37,5,2433.827314,2587.192063,12,2,"L L G G H H B B C D E F F N N","L1 G1 G2 H2 H1 B1 B2 C2 D2 E2 F2 F3 N3 N3","L2_L1 L1_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"L","N","N",3,TRUE,15,9,6,275.5,295808,267665,296861,28196,18680,296861,261919,264518,"15:37:51",12,14,13.58307771,"L","L",24.5,"L","L",8,"L","L",13,"L","L",1053,24.5,14.0801278403287,1,1
2017-05-24,"15:37:51",694,17,"Test_Trials_B_4-017-1","B4","TrialRevProc",8,38,6,4174.575203,2235.418769,22,3,"Y Y V X Z P P Z T T Q H H G G A","Y4 V1 X1 Z1 P2 P3 Z2 T2 T1 Q1 H1 H4 G4 G1 A4","Y2_Y4 Y4_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G1 G1_A4",FALSE,"Y","A","A",4,TRUE,16,10,6,284.466666666667,346509,303807,349802,45995,18680,349802,301567,299314,"15:37:51",22,1,14.80920322,"L","L",21.25,"S","M",7,"L","M",13,"L","L",3293,31.25,14.6308748883995,1.47058823529412,1.47058823529412
